time,tweet,id,retweet_count,favorite_count,lang
Tue Jul 03 11:57:30 +0000 2012,Mughal Road Car Rally navigator dies of injuries http://t.co/u7vJeXeQ via @ZeeNews,220124101069643777,0,0,en
